formula,bulk_modulus,shear_modulus,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
SiS2,24.46827187,19.26801123,Si1 S2,14,16,2,15.333333333333334,0.8888888888888887,16,78,88,10,84.66666666666667,4.444444444444443,88,28.0855,32.065,3.979499999999998,30.7385,1.7686666666666657,32.065,388.36,1687,1298.6399999999999,821.2400000000001,577.1733333333333,388.36,14,16,2,15.333333333333334,0.8888888888888887,16,3,3,0,3,0,3,105,111,6,107,2.6666666666666665,105,1.9,2.58,0.6800000000000002,2.3533333333333335,0.3022222222222222,2.58,2,2,0,2,0,2,2,4,2,3.3333333333333335,0.8888888888888888,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,20.44,25.786875,5.346874999999997,24.004583333333333,2.3763888888888878,25.786875,0.773,2.202,1.4289999999999998,1.7256666666666665,0.6351111111111112,2.202,0,0,0,0,0,0,70,227,157,122.33333333333333,69.77777777777777,70
Rb2S,15.14940088,7.436985067,Rb2 S1,16,37,21,30,9.333333333333334,37,4,88,84,32,37.333333333333336,4,32.065,85.4678,53.4028,67.66686666666666,23.734577777777776,85.4678,312.46,388.36,75.90000000000003,337.76,33.73333333333335,312.46,1,16,15,6,6.666666666666667,1,3,5,2,4.333333333333333,0.888888889,5,105,220,115,181.66666666666666,51.111111111111114,220,0.82,2.58,1.7600000000000002,1.4066666666666665,0.7822222222222223,0.82,1,2,1,1.3333333333333333,0.4444444444444444,1,0,4,4,1.3333333333333333,1.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2.6666666666666665,2.222222222222222,1,0,1,1,0.6666666666666666,0.4444444444444445,1,0,2,2,0.6666666666666666,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.3333333333333333,0.4444444444444444,1,25.786875,90.7225,64.935625,69.07729166666667,28.860277777777778,90.7225,0,2.202,2.202,0.734,0.9786666666666667,0,0,0,0,0,0,0,70,229,159,176,70.66666666666667,229
CdP4,55.0515387,27.63569081,Cd1 P4,15,48,33,21.6,10.56,15,70,83,13,80.4,4.159999999999997,83,30.973762,112.411,81.43723800000001,47.2612096,26.05991616,30.973762,317.3,594.22,276.92,372.684,88.61440000000002,317.3,12,15,3,14.4,0.9599999999999997,15,3,5,2,3.4,0.6399999999999999,3,107,144,37,114.4,11.840000000000003,107,1.69,2.19,0.5,2.09,0.16000000000000006,2.19,2,2,0,2,0,2,0,3,3,2.4,0.9600000000000002,3,0,10,10,2,3.2,0,0,0,0,0,0,0,5,12,7,6.4,2.24,5,0,0,0,0,0,0,0,3,3,2.4,0.9600000000000002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.4,0.9600000000000002,3,19.495,22.5702381,3.0752380951999996,21.955190476160002,0.98407619,22.5702381,0,1.625,1.625,1.3,0.5199999999999999,1.625,0,0,0,0,0,0,2,194,192,40.4,61.44,2
Rb2TiCl6,11.09057404,5.361207541,Rb2 Ti1 Cl6,17,37,20,22,6.666666666666667,17,4,94,90,68.33333333333333,34.22222222222222,94,35.453,85.4678,50.014799999999994,47.946733333333334,16.676029629629628,35.453,171.6,1941,1769.4,399.5022222222222,342.5550617,171.6,1,17,16,12,6.666666666666667,17,3,5,2,3.5555555555555554,0.7407407407407407,3,102,220,118,134.66666666666666,43.55555555555556,102,0.82,3.16,2.3400000000000003,2.46,0.9333333333333336,3.16,1,2,1,1.7777777777777777,0.34567901234567905,2,0,5,5,3.3333333333333335,2.2222222222222223,5,0,2,2,0.2222222222222222,0.3950617283950617,0,0,0,0,0,0,0,1,7,6,5.333333333333333,2.2222222222222223,7,0,1,1,0.2222222222222222,0.345679012,0,0,1,1,0.6666666666666666,0.4444444444444444,1,0,8,8,0.8888888888888888,1.5802469135802468,0,0,0,0,0,0,0,1,8,7,1.7777777777777777,1.382716049382716,1,16.69,90.7225,74.0325,38.346666666666664,23.278148148148148,24.4975,0,2.493,2.493,1.662,1.1079999999999999,2.493,0,2.25333333333e-05,2.25333333333e-05,2.5037037037e-06,4.451028806577778e-06,0,64,229,165,115.11111111111111,68.14814814814814,64
Rb2Sn2O3,24.06628751,18.25705122,Rb2 Sn2 O3,8,50,42,28.285714285714285,17.387755102040817,8,4,87,83,61.285714285714285,32.73469387755102,87,15.9994,118.71,102.7106,65.1934,42.16628571428571,15.9994,54.8,505.08,450.28,257.06857142857143,173.37306122448976,54.8,1,16,15,11.142857142857142,5.795918367346938,16,2,5,3,3.7142857142857144,1.4693877551020407,2,66,220,154,130.85714285714286,55.59183673469387,66,0.82,3.44,2.62,2.2685714285714282,1.0040816326530613,3.44,1,2,1,1.7142857142857142,0.4081632653061225,2,0,4,4,2.2857142857142856,1.4693877551020407,4,0,10,10,2.857142857142857,4.081632653061225,0,0,0,0,0,0,0,1,14,13,6.857142857142857,4.081632653061225,6,0,1,1,0.2857142857142857,0.40816326530612246,0,0,4,4,2,1.1428571428571428,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.2857142857142856,0.9795918367346939,2,9.105,90.7225,81.61749999999999,39.332857142857144,29.365510204081634,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,110.85714285714286,84.73469387755101,12
FeClO,27.63790183,15.69581559,Fe1 Cl1 O1,8,26,18,17,6,8,55,94,39,78.66666666666667,15.777777777777777,55,15.9994,55.845,39.8456,35.7658,13.386133333333332,15.9994,54.8,1811,1756.2,679.1333333333333,754.5777777777779,54.8,8,17,9,13.666666666666666,3.777777777777778,8,2,4,2,3,0.6666666666666666,2,66,132,66,100,22.666666666666668,66,1.83,3.44,1.6099999999999999,2.81,0.6533333333333333,1.83,2,2,0,2,0,2,0,5,5,3,2,0,0,6,6,2,2.6666666666666665,0,0,0,0,0,0,0,6,8,2,7,0.6666666666666666,6,0,0,0,0,0,0,0,2,2,1,0.6666666666666666,0,0,4,4,1.3333333333333333,1.7777777777777777,0,0,0,0,0,0,0,1,4,3,2.3333333333333335,1.1111111111111112,1,9.105,24.4975,15.392499999999998,14.777499999999998,6.4799999999999995,9.105,0,2.493,2.493,0.831,1.1079999999999999,0,0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0,12,229,217,101.66666666666667,84.88888889,12
ZnCl2,7.445864907,5.388543644,Zn1 Cl2,17,30,13,21.333333333333332,5.777777777777778,17,69,94,25,85.66666666666667,11.111111111111109,94,35.453,65.38,29.926999999999992,45.428666666666665,13.300888888888885,35.453,171.6,692.68,521.0799999999999,345.2933333333333,231.5911111111111,171.6,12,17,5,15.333333333333334,2.222222222222222,17,3,4,1,3.3333333333333335,0.4444444444444445,3,102,122,20,108.66666666666667,8.888888888888891,102,1.65,3.16,1.5100000000000002,2.6566666666666667,0.6711111111111112,3.16,2,2,0,2,0,2,0,5,5,3.3333333333333335,2.222222222222222,5,0,10,10,3.3333333333333335,4.444444444444444,0,0,0,0,0,0,0,7,12,5,8.666666666666666,2.222222222222222,7,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,13.96,24.4975,10.537499999999998,20.985,4.683333333333333,24.4975,0,2.493,2.493,1.662,1.1079999999999999,2.493,0,0,0,0,0,0,64,194,130,107.33333333333333,57.77777777777777,64
Rb2MgF4,39.8496982,20.95606187,Rb2 Mg1 F4,9,37,28,17.428571428571427,11.183673469387754,9,4,93,89,64,34.285714285714285,93,18.9984032,85.4678,66.4693968,38.74774468571429,26.697174465306123,18.9984032,53.5,923,869.5,251.70285714285714,226.51755102040812,53.5,1,17,16,10.285714285714286,7.673469387755103,17,2,5,3,3,1.1428571428571428,2,57,220,163,115.57142857142857,66.93877551020408,57,0.82,3.98,3.16,2.6957142857142857,1.4677551020408164,3.98,1,2,1,1.7142857142857142,0.4081632653061225,2,0,5,5,2.857142857142857,2.4489795918367347,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.571428571428571,2.775510204081633,7,0,1,1,0.2857142857142857,0.40816326530612246,0,0,1,1,0.5714285714285714,0.489795918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8571428571428571,0.2448979591836735,1,9.7075,90.7225,81.015,34.73785714285714,31.991224489795915,9.7075,0,1.97,1.97,1.1257142857142857,0.9648979591836735,1.97,0,0,0,0,0,0,15,229,214,101.71428571428571,99.10204081632654,15
BiIO,16.95384874,10.18661606,Bi1 I1 O1,8,83,75,48,26.666666666666668,8,86,96,10,89.66666666666667,4.222222222222224,86,15.9994,208.9804,192.981,117.29475666666666,67.53023777777778,15.9994,54.8,544.4,489.59999999999997,328.68333333333334,182.58888888888887,54.8,15,17,2,16,0.6666666666666666,15,2,6,4,4.333333333333333,1.5555555555555556,2,66,148,82,117.66666666666667,34.44444444444444,66,2.02,3.44,1.42,2.7066666666666666,0.48888888888888876,2.02,2,2,0,2,0,2,3,5,2,4,0.6666666666666666,3,0,10,10,6.666666666666667,4.444444444444444,0,0,14,14,4.666666666666667,6.222222222222222,0,6,29,23,17.333333333333332,7.777777777777778,6,0,0,0,0,0,0,1,3,2,2,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.6666666666666666,1,9.105,43.015,33.91,28.35666666666667,12.834444444444443,9.105,0,1.062,1.062,0.35400000000000004,0.47200000000000003,0,0,0,0,0,0,0,12,64,52,29.333333333333332,23.11111111111111,12
Ca(CdP)2,56.86703956,34.46143613,Ca1 Cd2 P2,15,48,33,29.2,15.039999999999997,15,7,83,76,62.6,22.240000000000002,70,30.973762,112.411,81.43723800000001,65.36950479999999,37.63319616,30.973762,317.3,1115,797.7,587.608,216.2464,317.3,2,15,13,11.2,3.6800000000000006,12,3,5,2,4,0.8,3,107,176,69,135.6,22.880000000000003,107,1,2.19,1.19,1.752,0.3504,1.69,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,4,4.8,0,0,0,0,0,0,0,2,12,10,7.2,3.8400000000000007,5,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,19.495,37.77,18.275000000000002,24.380095238080003,5.355961904768002,19.495,0,1.625,1.625,0.65,0.78,0,0,0,0,0,0,0,2,225,223,123.4,97.12,2
GeS2,21.10071843,13.70035073,Ge1 S2,16,32,16,21.333333333333332,7.111111111111111,16,79,88,9,85,4,88,32.065,72.64,40.575,45.589999999999996,18.033333333333335,32.065,388.36,1211.4,823.0400000000001,662.7066666666667,365.7955555555556,388.36,14,16,2,15.333333333333334,0.8888888888888887,16,3,4,1,3.3333333333333335,0.4444444444444445,3,105,120,15,110,6.666666666666667,105,2.01,2.58,0.5700000000000003,2.39,0.2533333333333334,2.58,2,2,0,2,0,2,2,4,2,3.3333333333333335,0.8888888888888888,4,0,10,10,3.3333333333333335,4.444444444444444,0,0,0,0,0,0,0,6,14,8,8.666666666666666,3.5555555555555554,6,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,23.005,25.786875,2.7818749999999994,24.859583333333333,1.2363888888888883,25.786875,0.383,2.202,1.819,1.5956666666666666,0.8084444444444445,2.202,0,0,0,0,0,0,70,225,155,121.66666666666667,68.88888889,70
Sn2S3,16.92481727,11.24965398,Sn2 S3,16,50,34,29.6,16.32,16,80,88,8,84.8,3.8400000000000007,88,32.065,118.71,86.645,66.723,41.5896,32.065,388.36,505.08,116.71999999999997,435.04799999999994,56.025599999999976,388.36,14,16,2,15.2,0.9600000000000002,16,3,5,2,3.8,0.96,3,105,139,34,118.6,16.32,105,1.96,2.58,0.6200000000000001,2.332,0.2976000000000001,2.58,2,2,0,2,0,2,2,4,2,3.2,0.96,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,9.2,3.84,6,0,0,0,0,0,0,2,4,2,2.8,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.8,0.96,2,25.786875,33.285,7.498124999999998,28.786125,3.599099999999999,25.786875,0,2.202,2.202,1.3212,1.0569600000000001,2.202,0,0,0,0,0,0,70,141,71,98.4,34.08,70
K2PtCl4,11.79519851,6.65004355,K2 Pt1 Cl4,17,78,61,26.285714285714285,14.77551020408163,17,3,94,91,63.57142857142857,34.775510204081634,94,35.453,195.084,159.631,59.298942857142855,38.79573061224489,35.453,171.6,2041.4,1869.8000000000002,485.83714285714285,444.4465306122449,171.6,1,17,16,11.428571428571429,6.367346939,17,3,6,3,3.7142857142857144,0.8163265306122449,3,102,203,101,135.71428571428572,38.53061224489796,102,0.82,3.16,2.3400000000000003,2.365714285714286,0.9077551020408164,3.16,1,2,1,1.5714285714285714,0.489795918,2,0,5,5,2.857142857142857,2.4489795918367347,5,0,9,9,1.2857142857142858,2.2040816326530615,0,0,14,14,2,3.4285714285714284,0,1,24,23,7.714285714285714,4.653061224489796,7,0,1,1,0.42857142857142855,0.4897959183673469,0,0,1,1,0.5714285714285714,0.489795918,1,0,1,1,0.14285714285714285,0.24489795918367346,0,0,0,0,0,0,0,1,2,1,1.1428571428571428,0.24489795918367344,1,15.02,73.10666667,58.08666667,37.031904761914284,20.614149659877548,24.4975,0,2.493,2.493,1.4245714285714286,1.221061224489796,2.493,0,0,0,0,0,0,64,229,165,134.14285714285714,80.16326530612244,64
BaNiO3,84.90641335,24.39488742,Ba1 Ni1 O3,8,56,48,21.6,16.32,8,9,87,78,66.2,24.96,87,15.9994,137.327,121.3276,48.80372,39.365184,15.9994,54.8,1728,1673.2,578.48,628.4159999999999,54.8,2,16,14,12,4.8,16,2,6,4,3.2,1.44,2,66,215,149,107.4,49.68,66,0.89,3.44,2.55,2.624,0.9792,3.44,2,2,0,2,0,2,0,4,4,2.4,1.9200000000000004,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,10,8,6,1.6,6,0,0,0,0,0,0,0,2,2,1.2,0.9600000000000002,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,2,2,1.6,0.6399999999999999,2,9.105,63.59,54.485,20.244999999999997,17.338,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0,12,229,217,98,103.2,12
NbPbS2,69.46895356,26.23667013,Nb1 Pb1 S2,16,82,66,38.75,22.75,16,47,88,41,76,14.5,88,32.065,207.2,175.135,91.059095,58.994095,32.065,388.36,2750,2361.64,1031.8325,859.08375,388.36,5,16,11,12.75,3.875,16,3,6,3,4.25,1.25,3,105,164,59,130,25,105,1.6,2.58,0.98,2.2725,0.33625000000000005,2.58,1,2,1,1.75,0.375,2,0,4,4,2.5,1.5,4,0,10,10,3.5,3.5,0,0,14,14,3.5,5.25,0,5,28,23,11.25,8.375,6,0,1,1,0.25,0.375,0,0,4,4,2,1,2,0,6,6,1.5,2.25,0,0,0,0,0,0,0,2,7,5,3.75,1.75,2,18.18,28.11,9.93,24.4659375,3.1429687499999996,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,0,70,229,159,148.5,78.5,70
SiO2,26.06451241,33.28754143,Si1 O2,8,14,6,10,2.6666666666666665,8,78,87,9,84,4,87,15.9994,28.0855,12.0861,20.0281,5.3716,15.9994,54.8,1687,1632.2,598.8666666666667,725.4222222222221,54.8,14,16,2,15.333333333333334,0.8888888888888887,16,2,3,1,2.3333333333333335,0.4444444444444445,2,66,111,45,81,20,66,1.9,3.44,1.54,2.9266666666666663,0.6844444444444445,3.44,2,2,0,2,0,2,2,4,2,3.3333333333333335,0.8888888888888888,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,5.333333333333333,0.888888889,6,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.6666666666666665,0.8888888888888888,2,9.105,20.44,11.335,12.883333333333335,5.037777777777778,9.105,0,0.773,0.773,0.25766666666666665,0.3435555555555556,0,0,0,0,0,0,0,12,227,215,83.66666666666667,95.55555555555554,12
RbPdF3,70.39607411,24.07724798,Rb1 Pd1 F3,9,46,37,22,15.6,9,4,93,89,69,28.8,93,18.9984032,106.42,87.4215968,49.77660192,36.93383846,18.9984032,53.5,1828.05,1774.55,460.20199999999994,547.1392,53.5,1,17,16,12.4,5.5200000000000005,17,2,5,3,3.2,1.44,2,57,220,163,106,58.8,57,0.82,3.98,3.16,2.992,1.1856,3.98,0,2,2,1.4,0.72,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,10,9,6.4,2.1599999999999997,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.4800000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0.31999999999999995,1,9.7075,90.7225,81.015,26.851,25.5486,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,99.8,101.75999999999999,15
BaF2,54.42955217,24.02899039,Ba1 F2,9,56,47,24.666666666666668,20.88888888888889,9,9,93,84,65,37.333333333333336,93,18.9984032,137.327,118.3285968,58.441268799999996,52.59048746666667,18.9984032,53.5,1000,946.5,369,420.6666666666667,53.5,2,17,15,12,6.666666666666667,17,2,6,4,3.3333333333333335,1.777777777777778,2,57,215,158,109.66666666666667,70.22222222222223,57,0.89,3.98,3.09,2.9499999999999997,1.3733333333333333,3.98,2,2,0,2,0,2,0,5,5,3.3333333333333335,2.222222222222222,5,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5.333333333333333,2.2222222222222223,7,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6666666666666666,0.4444444444444445,1,9.7075,63.59,53.88250000000001,27.668333333333333,23.947777777777777,9.7075,0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0,0,0,0,0,0,15,229,214,86.33333333333333,95.11111111111113,15
Sb2S3,16.31055713,8.939826631,Sb2 S3,16,51,35,30,16.8,16,85,88,3,86.8,1.4400000000000006,88,32.065,121.76,89.69500000000001,67.94300000000001,43.0536,32.065,388.36,903.78,515.42,594.528,247.40159999999997,388.36,15,16,1,15.6,0.4800000000000001,16,3,5,2,3.8,0.96,3,105,139,34,118.6,16.32,105,2.05,2.58,0.5300000000000002,2.368,0.2544000000000001,2.58,2,2,0,2,0,2,3,4,1,3.6,0.48,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,15,9,9.6,4.32,6,0,0,0,0,0,0,2,3,1,2.4,0.48,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,25.786875,31.56,5.773125,28.096125,2.7711000000000006,25.786875,0,2.202,2.202,1.3212,1.0569600000000001,2.202,0,0,0,0,0,0,70,166,96,108.4,46.08,70
HfSiTe,30.99673991,26.88311393,Hf1 Si1 Te1,14,72,58,46,21.333333333333332,14,45,90,45,71,17.333333333333332,45,28.0855,178.49,150.4045,111.39183333333334,55.53755555555555,28.0855,722.66,2506,1783.3400000000001,1638.5533333333333,610.5955555555556,722.66,4,16,12,11.333333333333334,4.888888888888888,4,3,6,3,4.666666666666667,1.111111111111111,3,111,175,64,141.33333333333334,22.444444444444446,111,1.3,2.1,0.8,1.7666666666666668,0.31111111111111106,1.3,2,2,0,2,0,2,0,4,4,2,1.3333333333333333,0,0,10,10,4,4,0,0,14,14,4.666666666666667,6.222222222222222,0,4,18,14,12.666666666666666,5.777777777777779,4,0,0,0,0,0,0,0,4,4,2,1.3333333333333333,0,0,8,8,2.6666666666666665,3.5555555555555554,0,0,0,0,0,0,0,2,8,6,4.666666666666667,2.2222222222222223,2,20.44,34.76333333,14.323333333299995,25.80111111,5.974814814799998,20.44,0,0.773,0.773,0.4123333333333334,0.2748888888888889,0,0,0,0,0,0,0,152,227,75,191,26,152
Y2CdS4,61.66738394,22.33186361,Y2 Cd1 S4,16,48,32,27.142857142857142,12.73469387755102,16,12,88,76,63.714285714285715,29.551020408163264,88,32.065,112.411,80.346,59.78324285714286,31.677991836734694,32.065,388.36,1799,1410.6399999999999,820.8085714285714,558.9665306122449,388.36,3,16,13,11.714285714285714,4.979591836734694,16,3,5,2,3.857142857142857,0.979591837,3,105,190,85,134.85714285714286,34.12244897959184,105,1.22,2.58,1.36,2.064285714285714,0.5893877551020409,2.58,2,2,0,2,0,2,0,4,4,2.2857142857142856,1.959183673469388,4,0,10,10,1.7142857142857142,2.3673469387755106,0,0,0,0,0,0,0,3,12,9,6,1.7142857142857142,6,0,0,0,0,0,0,0,2,2,1.1428571428571428,0.979591837,2,0,9,9,2.5714285714285716,3.673469387755102,0,0,0,0,0,0,0,0,9,9,3.7142857142857144,3.020408163265306,2,19.495,32.365,12.870000000000001,26.767500000000002,3.1985714285714306,25.786875,0,2.202,2.202,1.2582857142857142,1.0785306122448979,2.202,0,0,0,0,0,0,70,194,124,123.14285714285714,60.73469387755102,70
NiO2,46.75738404,32.24601872,Ni1 O2,8,28,20,14.666666666666666,8.888888888888888,8,61,87,26,78.33333333333333,11.555555555555557,87,15.9994,58.6934,42.693999999999996,30.230733333333333,18.975111111111108,15.9994,54.8,1728,1673.2,612.5333333333333,743.6444444444445,54.8,10,16,6,14,2.6666666666666665,16,2,4,2,2.6666666666666665,0.8888888888888888,2,66,124,58,85.33333333333333,25.777777777777775,66,1.91,3.44,1.53,2.9299999999999997,0.68,3.44,2,2,0,2,0,2,0,4,4,2.6666666666666665,1.777777777777778,4,0,8,8,2.6666666666666665,3.555555555555556,0,0,0,0,0,0,0,6,10,4,7.333333333333333,1.7777777777777777,6,0,0,0,0,0,0,0,2,2,1.3333333333333333,0.888888889,2,0,2,2,0.6666666666666666,0.888888889,0,0,0,0,0,0,0,2,2,0,2,0,2,9.105,10.32,1.2149999999999999,9.51,0.5399999999999997,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.19846490000000003,0.26461986666666665,0,12,225,213,83,94.66666666666667,12
Ba2ZnN2,52.68229217,24.24082054,Ba2 Zn1 N2,7,56,49,31.2,19.839999999999996,7,9,82,73,50.2,32.96,9,14.0067,137.327,123.3203,73.60947999999999,50.97401599999999,14.0067,63.05,1000,936.95,563.756,400.5648,63.05,2,15,13,9.2,5.76,2,2,6,4,4,1.6,2,71,215,144,138.8,60.96,71,0.89,3.04,2.15,1.902,0.9103999999999999,0.89,2,2,0,2,0,2,0,3,3,1.2,1.44,0,0,10,10,2,3.2,0,0,0,0,0,0,0,2,12,10,5.2,2.7199999999999998,2,0,0,0,0,0,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.2,1.44,0,13.96,63.59,49.63,34.1355,23.5636,14.76875,0,6.437,6.437,2.5748,3.0897600000000005,0,0,0,0,0,0,0,194,229,35,208,16.8,194
InCl,10.21519758,5.018146421,In1 Cl1,17,49,32,33,16,17,75,94,19,84.5,9.5,75,35.453,114.818,79.365,75.13550000000001,39.6825,35.453,171.6,429.75,258.15,300.675,129.075,171.6,13,17,4,15,2,13,3,5,2,4,1,3,102,142,40,122,20,102,1.78,3.16,1.3800000000000001,2.47,0.6900000000000001,1.78,2,2,0,2,0,2,1,5,4,3,2,1,0,10,10,5,5,0,0,0,0,0,0,0,7,13,6,10,3,7,0,0,0,0,0,0,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,2,1,24.26,24.4975,0.23749999999999716,24.37875,0.11874999999999858,24.26,0,2.493,2.493,1.2465,1.2465,0,0,0,0,0,0,0,64,139,75,101.5,37.5,64
